code;control_digit;name_de;name_en
30195910;4;Weiße Schreibtafeln;Whiteboards
30195911;1;Zubehör für weiße Schreibtafeln;Whiteboard accessories
30195912;8;Ständer für weiße Schreibtafeln;Whiteboard easels
30195913;5;Flipchartständer;Flipchart easels
30195920;7;Magnettafeln;Magnetic boards
30195921;4;Magnettafellöscher;Erasers for magnetic boards
30196000;9;Terminplaner;Planning systems
30196100;0;Sitzungsplaner;Meeting planners
30196200;1;Terminkalender oder Nachfüllungen;Appointment books or refills
30196300;2;Vorschlagskasten;Suggestion box
30197000;6;Kleinere Bürobedarfsartikel;Small office equipment
30197100;7;Heftklammern, Stifte und Reißnägel;Staples, tacks, drawing pins
30197110;0;Heftklammern;Staples
30197120;3;Stifte;Tacks
30197130;6;Reißnägel;Drawing pins
30197200;8;Ringordner und Büroklammern;Ring binders and paper clips
30197210;1;Ringordner;Ring binders
30197220;4;Büroklammern;Paper clips
30197221;1;Büroklammernhalter;Paperclip holder
30197300;9;Brieföffner, Hefter und Locher;Letter openers, staplers and hole punches
30197310;2;Brieföffner;Letter openers
30197320;5;Hefter;Staplers
30197321;2;Enthefter;Staple removers
30197330;8;Locher;Hole punches
30197400;0;Briefmarkenschwamm;Stamp sponge
30197500;1;Siegelwachs;Sealing wax
30197510;4;Siegelwachszubehör;Sealing wax accessories
30197600;2;Verarbeitetes Papier und Pappe;Processed paper and paperboard
30197610;5;Verbundpapier und -pappe;Composite paper and paperboard
30197620;8;Schreibpapier;Writing paper
30197621;5;Flipchart-Block;Flipchart pad
30197630;1;Druckpapier;Printing paper
30197640;4;Selbstdurchschreibendes Papier oder Durchschlagpapier;Self-copy or other copy paper
30197641;1;Thermografisches Papier;Thermographic paper
30197642;8;Kopierpapier und xerografisches Papier;Photocopier paper and xerographic paper
30197643;5;Fotokopierpapier;Photocopier paper
30197644;2;Xerografisches Papier;Xerographic paper
30197645;9;Druckkarton;Card for printing
30198000;3;Lotteriemaschinen;Lottery machines
30198100;4;Spielautomaten;Pulling machines
30199000;0;Bürobedarf aus Papier und andere Artikel;Paper stationery and other items
30199100;1;Kohlepapier, selbstkopierendes Papier, Schablonenpapier und Selbstdurchschreibepapier;Carbon paper, self-copy paper, paper duplicator stencils and carbonless paper
30199110;4;Kohlepapier;Carbon paper
30199120;7;Selbstkopierendes Papier;Self-copy paper
30199130;0;Selbstdurchschreibepapier;Carbonless paper
30199140;3;Schablonenpapier;Paper duplicator stencils
30199200;2;Briefumschläge, Briefkarten und Postkarten;Envelopes, letter cards and plain postcards
30199210;5;Briefkarten;Letter cards
30199220;8;Postkarten;Plain postcards
30199230;1;Briefumschläge;Envelopes
30199240;4;Korrespondenz-Set;Mailing kit
30199300;3;Geprägtes oder perforiertes Papier;Embossed or perforated paper
30199310;6;Geprägtes oder perforiertes Druckpapier;Embossed or perforated printing paper
30199320;9;Geprägtes oder perforiertes Schreibpapier;Embossed or perforated writing paper
30199330;2;Endlospapier für Drucker;Continuous paper for computer printers
30199340;5;Endlosformulare;Continuous forms
30199400;4;Selbstklebendes oder gummiertes Papier;Gummed or adhesive paper
30199410;7;Selbstklebendes Papier;Self-adhesive paper
30199500;5;Stehordner, Posteingangskästen, Magazine und ähnliche Artikel;Box files, letter trays, storage boxes and similar articles
30199600;6;Trennblätter;Dividers for stationery
30199700;7;Bedrucktes Büromaterial außer Formularen;Printed stationery except forms
30199710;0;Bedruckte Briefumschläge;Printed envelopes
30199711;7;Bedruckte Briefumschläge mit Fenster;Printed window envelopes
30199712;4;Bedruckte Briefumschläge ohne Fenster;Printed non-window envelopes
30199713;1;Bedruckte Umschläge für Röntgenaufnahmen;Printed X-ray envelopes
30199720;3;Briefpapier;Notepaper
30199730;6;Visitenkarten;Business cards
30199731;3;Visitenkartenhalter;Business card holders
30199740;9;Empfehlungskarten;Compliment slips
30199750;2;Kupons;Coupons
30199760;5;Etiketten;Labels
30199761;2;Strichcode-Etiketten;Bar-coded labels
30199762;9;Gepäckanhänger;Luggage tags
30199763;6;Diebstahlschutzetiketten;Theft protection labels
30199770;8;Essensgutscheine;Luncheon vouchers
30199780;1;Schreibunterlagen;Blotting pads
30199790;4;Fahrpläne;Timetables
30199791;1;Terminpläne;Wall planners
30199792;8;Kalender;Calendars
30199793;5;Halterungen für Terminkalender;Diary stands
30200000;1;Computeranlagen und Zubehör;Computer equipment and supplies
30210000;4;Datenverarbeitungsgeräte (Hardware);Data-processing machines (hardware)
30211000;1;Zentralrechner;Mainframe computer
30211100;2;Supercomputer;Super computer
30211200;3;Hardware für Zentralrechner;Mainframe hardware
30211300;4;Computerplattformen;Computer platforms
30211400;5;Computerkonfigurationen;Computer configurations
30211500;6;Hauptprozessor (CPU) oder Prozessoren;Central processing unit (CPU) or processors
30212000;8;Hardware für Minicomputer;Minicomputer hardware
30212100;9;Hauptprozessoren für Minicomputer;Central processing units for minicomputers
30213000;5;Personalcomputer;Personal computers
30213100;6;Tragbare Computer;Portable computers
30213200;7;Tablettcomputer;Tablet computer
30213300;8;Tischcomputer;Desktop computer
30213400;9;Hauptprozessoren für Personalcomputer;Central processing units for personal computers
30213500;0;Taschencomputer;Pocket computers
30214000;2;Arbeitsplätze;Workstations
30215000;9;Hardware für Mikrocomputer;Microcomputer hardware
30215100;0;Hauptprozessoren für Mikrocomputer;Central processing units for microcomputers
30216000;6;Magnetische oder optische Leser;Magnetic or optical readers
30216100;7;Optische Leser;Optical readers
30216110;0;Scanner für Computeranwendungen;Scanners for computer use
30216120;3;Geräte für optische Zeichenerkennung;Optical-character-recognition equipment
30216130;6;Strichcodeleser;Barcode readers
30216200;8;Magnetkartenleser;Magnetic card readers
30216300;9;Lochkartenleser;Punchcard readers
30220000;7;Geräte für digitale Kartografie;Digital cartography equipment
30221000;4;Digitale Katasterkarten;Digital cadastral maps
30230000;0;Computerbezogene Geräte;Computer-related equipment
30231000;7;Computerbildschirme und Konsolen;Computer screens and consoles
30231100;8;Computerterminals;Computer terminals
30231200;9;Konsolen;Consoles
30231300;0;Bildschirme;Display screens
30231310;3;Flachbildschirme;Flat panel displays
30231320;6;Tastbildschirme;Touch screen monitors
30232000;4;Peripheriegeräte;Peripheral equipment
30232100;5;Drucker und Plotter;Printers and plotters
30232110;8;Laserdrucker;Laser printers
30232120;1;Nadeldrucker;Dot-matrix printers
30232130;4;Farbgrafikdrucker;Colour graphics printers
30232140;7;Plotter;Plotters
30232150;0;Tintenstrahldrucker;Inkjet printers
30232600;0;Codiergeräte;Encoders
30232700;1;Zentrale Steuerungseinheit;Central controlling unit
30233000;1;Medienspeicher- und -lesegeräte;Media storage and reader devices
30233100;2;Computerspeichereinheiten;Computer storage units
30233110;5;Magnetkartenspeicher;Magnetic card storage units
30233120;8;Magnetbandspeicher;Magnetic tape storage units
30233130;1;Magnetplattenspeicher;Magnetic disk storage units
30233131;8;Diskettenlaufwerke;Floppy-disk drives
30233132;5;Festplattenlaufwerke;Hard-disk drives
30233140;4;Direktzugriffspeicher;Direct-access storage devices (DASD)
30233141;1;RAID (Redundant Array of Independent Disks, redundanter Verbund unabhängiger Festplatten);Redundant Array of Independent Disk (RAID)
30233150;7;Laufwerke für optische Speicherplatten;Optical-disk drives
30233151;4;CD-Leser und/oder -Brenner;Compact disk (CD) reader and/or burner
30233152;1;DVD-Leser und/oder -Brenner;Digital versatile disc (DVD) reader and/or burner
30233153;8;CD- und DVD-Leser und/oder -Brenner;Compact disk (CD) and digital versatile disk (DVD) reader and/or burner
30233160;0;Streamer-Laufwerk;Tape streamers
30233161;7;Kassettensysteme;Cassette-handling equipment
30233170;3;Magnetband-Rundmagazine;Carousel units
30233180;6;Flashspeichergeräte;Flash memory storage devices
30233190;9;Festplattencontroller;Disk controller
30233300;4;Chipkartenleser;Smart card readers
30233310;7;Fingerabdruckleser;Fingerprint readers
30233320;0;Kombinierte Chipkarten- und Fingerabdruckleser;Combined smart card and fingerprint readers
30234000;8;Speichermedien;Storage media
30234100;9;Magnetplatten;Magnetic disk
30234200;0;Optische Speicherplatten;Optical disks
30234300;1;CDs (Compact Disks);Compact disks (CDs)
30234400;2;DVDs (Digital Versatile Disks);Digital versatile disks (DVDs)
30234500;3;Arbeitsspeichermedien;Memory storage media
30234600;4;Flashspeicher;Flash memory
30234700;5;Magnetbänder;Magnetic tapes
30236000;2;Diverse Computerausrüstungen;Miscellaneous computer equipment
30236100;3;Speichererweiterungsvorrichtungen;Memory-expansion equipment
30236110;6;RAM (Random Access Memory, Direktzugriffspeicher);Random access memory (RAM)
30236111;3;DRAM (Dynamic Random Access Memory, dynamischer Direktzugriffspeicher);Dynamic random access memory (DRAM)
30236112;0;SRAM (Static Random Access Memory, statischer Direktzugriffspeicher);Static random access memory (SRAM)
30236113;7;SDRAM (Synchronous Dynamic Random Access Memory, synchroner dynamischer Direktzugriffspeicher);Synchronous dynamic random access memory (SDRAM)
30236114;4;RDRAM (Rambus Dynamic Random Access Memory, dynamischer Rambus-Direktzugriffspeicher);Rambus dynamic random access memory (RDRAM)
30236115;1;SGRAM (Synchronous Graphic Random Access Memory, synchroner Grafik-Direktzugriffspeicher);Synchronous graphic random access memory (SGRAM)
30236120;9;ROM (Read Only Memory, Nur-Lese-Speicher);Read only memory (ROM)
30236121;6;PROM (Programmable Read Only Memory, programmierbarer Nur-Lese-Speicher);Programmable read only memory (PROM)
30236122;3;EPROM (Erasable Programmable Read Only Memory, löschbarer programmierbarer Nur-Lese-Speicher);Erasable programmable read only memory (EPROM)
30236123;0;EEPROM (Electronically Erasable Programmable Read Only Memory, elektrisch löschbarer programmierbarer Nur-Lese-Speicher);Electronically erasable programmable read only memory (EEPROM)
30236200;4;Datenverarbeitungsanlagen;Data-processing equipment
30237000;9;Teile und Zubehör für Computer;Parts, accessories and supplies for computers
30237100;0;Teile für Computer;Parts of computers
30237110;3;Netzwerkschnittstellen;Network interfaces
30237120;6;Computeranschlüsse;Computer ports
30237121;3;Serielle Infrarotanschlüsse;Serial infrared ports
30237130;9;Computerkarten;Computer cards
30237131;6;Elektronische Karten;Electronic cards
30237132;3;USB-Schnittstellen (Universal Serial Bus);Universal Serial Bus (USB) Interfaces
30237133;0;PCMCIA-Adapter und -Schnittstellen (Personal Computer Memory Card International Association);Personal Computer Memory Card International Association (PCMCIA) adaptors and interfaces
30237134;7;Grafikbeschleunigerkarten;Graphic accelerator cards
30237135;4;Netzschnittstellenkarten;Network interfaces cards
30237136;1;Audiokarten;Audio cards
30237140;2;Hauptplatinen;Motherboards
30237200;1;Computerzubehör;Computer accessories
30237210;4;Blendschutzschirme;Anti-glare screens
30237220;7;Mausunterlagen;Mousepads
30237230;0;Cache-Speicher;Caches
30237240;3;Webkamera;Web camera
30237250;6;Computerreinigungszubehör;Computer cleaning accessories
30237251;3;Computerreinigungskits;Computer cleaning kits
30237252;0;Druckluftentstauber;Pressurised air dusters
30237253;7;Staubschutzhüllen für Computergeräte;Dust covers for computer equipment
30237260;9;Monitor-Wandarmhalterungen;Monitor wall mount arms
30237270;2;Koffer und Taschen für tragbare Computer;Portable computer carrying cases
30237280;5;Stromversorgungszubehör;Power supply accessories
30237290;8;Tastatur-Handballenauflagen;Keyboard wrist rests
30237295;3;Tastaturabdeckungen;Keyguards
30237300;2;Computerbedarf;Computer supplies
30237310;5;Schriftartenkassetten für Drucker;Font cartridges for printers
30237320;8;Disketten;Diskettes
30237330;1;DAT-Kassetten;Digital Audio Tape (DAT) cartridges
30237340;4;DLT-Kassetten;Digital Linear Tape (DLT) cartridges
30237350;7;Datenkassetten;Data cartridges
30237360;0;LTO-Kassetten;Linear Tape-Open (LTO) cartridges
30237370;3;Aufzeichnungskassetten;Recording cartridges
30237380;6;CD-ROMs;CD-ROM
30237400;3;Datenerfassungszubehör;Data entry accessories
30237410;6;Computermäuse;Computer mouse
30237420;9;Joysticks;Joysticks
30237430;2;Lichtgriffel;Light pens
30237440;5;Trackballs;Trackballs
30237450;8;Grafiktabletts;Graphics tablets
30237460;1;Computertastaturen;Computer keyboards
30237461;8;Programmierbare Tastaturen;Programmable keyboards
30237470;4;Blindenschrifttastaturen;Braille pads
30237475;9;Elektrische Sensoren;Electric sensors
30237480;7;Eingabeeinheiten;Input units
30238000;6;Automationsgeräte für Bibliotheken;Library automation equipment
31000000;6;"Elektrische Maschinen, Geräte, Ausstattung und Verbrauchsartikel; Beleuchtung";"Electrical machinery, apparatus, equipment and consumables; lighting"
31100000;7;Elektrische Motoren, Generatoren und Transformatoren;Electric motors, generators and transformers
31110000;0;Elektromotoren;Electric motors
31111000;7;Adapter;Adapters
31120000;3;Generatoren;Generators
31121000;0;Stromerzeugungsaggregate;Generating sets
31121100;1;Stromerzeugungsaggregate mit Selbstzündungsmotoren;Generating sets with compression-ignition engines
31121110;4;Leistungswandler;Power converters
31121111;1;Elektrische rotierende Umformer;Electric rotary converters
31121200;2;Stromerzeugungsaggregate mit Fremdzündungsmotoren;Generating sets with spark-ignition engines
31121300;3;Windenergieerzeuger;Wind-energy generators
31121310;6;Windmühlen;Windmills
31121320;9;Windturbinen;Wind turbines
31121330;2;Windturbosätze;Wind turbine generators
31121331;9;Turbinenläufer;Turbine rotors
31121340;5;Windkraftwerkpark;Wind farm
31122000;7;Stromerzeugungsanlagen;Generator units
31122100;8;Brennstoffzellen;Fuel cells
31124000;1;Dampfturbinengenerator sowie Zubehör;Steam-turbine generator and related apparatus
31124100;2;Turbosätze;Turbine generator sets
31124200;3;Steuergeräte für Turbogeneratoren;Turbine generator control apparatus
31126000;5;Dynamos;Dynamos
31127000;2;Notstromaggregat;Emergency generator
31128000;9;Turbogenerator;Turbogenerator
31130000;6;Wechselstromgeneratoren;Alternators
31131000;3;Einphasenmotoren;Single-phase motors
31131100;4;Betätiger;Actuators
31131200;5;Anoden;Anodes
31132000;0;Mehrphasenmotoren;Multi-phase motors
31140000;9;Kühltürme;Cooling towers
31141000;6;Wasserkühler;Water coolers
31150000;2;Vorschaltgeräte für Gasentladungslampen oder -röhren;Ballasts for discharge lamps or tubes
31151000;9;Stromrichter;Static converters
31153000;3;Gleichrichter;Rectifiers
31154000;0;Unterbrechungsfreie Stromversorgung;Uninterruptible power supplies
31155000;7;Wechselrichter;Inverters
31156000;4;Regelbare Stromversorgung;Interruptible power supplies
31157000;1;Induktionsspulen;Inductors
31158000;8;Ladegeräte;Chargers
31158100;9;Batterieladegeräte;Battery chargers
31158200;0;Auflader;Supercharger
31158300;1;Turbolader;Turbocharger
31160000;5;Teile von elektrischen Motoren, Generatoren und Transformatoren;Parts of electric motors, generators and transformers
31161000;2;Teile für elektrische Motoren und Generatoren;Parts for electrical motors and generators
31161100;3;Erregeranordnungen;Excitation systems
31161200;4;Gaskühlsysteme;Gas cooling systems
31161300;5;Generatorläufer;Generator rotors
31161400;6;Hauptwassersystem;Primary water systems
31161500;7;Dichtölsysteme;Seal oil systems
31161600;8;Kühlwassersysteme für Statoren;Stator cooling water systems
31161700;9;Teile von Dampferzeugern;Parts of steam generators
31161800;0;Teile für Gaserzeuger;Parts of gas generators
31161900;1;Spannungsregelungssysteme;Voltage-control systems
31162000;9;Teile von Transformatoren, Induktionsspulen und Stromrichtern;Parts of transformers, inductors and static converters
31162100;0;Teile von Kondensatoren;Parts of condensers
31170000;8;Transformatoren;Transformers
31171000;5;Transformatoren mit Flüssigkeitsisolation;Liquid dielectric transformers
31172000;2;Spannungswandler;Voltage transformers
31173000;9;Messwandler;Instrument transformer
31174000;6;Versorgungstransformatoren;Power supply transformers
31200000;8;Elektrizitätsverteilungs- und -schalteinrichtungen;Electricity distribution and control apparatus
31210000;1;Elektrische Geräte zum Schalten oder Schützen von Stromkreisen;Electrical apparatus for switching or protecting electrical circuits
31211000;8;Schalttafeln und Sicherungskästen;Boards and fuse boxes
31211100;9;Schaltbretter;Boards for electrical apparatus
31211110;2;Steuertafeln;Control panels
31211200;0;Sicherungskästen;Fuse boxes
31211300;1;Sicherungen;Fuses
31211310;4;Sicherheitsausschalter;Cut-outs
31211320;7;Sicherungssockel;Fuse blocks
31211330;0;Schmelzsicherungsdraht;Fuse wires
31211340;3;Sicherungsclips;Fuse clips
31212000;5;Leistungsschalter;Circuit breakers
31212100;6;Leistungsschalter für Freileitungen;Overhead circuit breakers
31212200;7;Spannungsprüfer;Circuit testers
31212300;8;Magnetische Leistungsschalter;Magnetic circuit breakers
31212400;9;Miniaturschalter;Miniature circuit breakers
31213000;2;Verteileranlagen;Distribution equipment
31213100;3;Verteilerkästen;Distribution boxes
31213200;4;Verteilertransformatoren;Distribution transformers
31213300;5;Kabelverteilschrank;Cable distribution cabinet
31213400;6;Verteileranlage;Distribution system
31214000;9;Schaltanlagen;Switchgear
31214100;0;Schalter;Switches
31214110;3;Trennschalter;Isolating switches
31214120;6;Erdungsschalter;Earthing switch
31214130;9;Sicherheitsschalter;Safety switches
31214140;2;Abblendschalter;Dimmer switches
31214150;5;Walzenschalter;Drum switches
31214160;8;Druckschalter;Pressure switches
31214170;1;Kippschalter;Toggle switches
31214180;4;Schiebeschalter;Slide switches
31214190;7;Endschalter;Limit switches
31214200;1;Lasttrennschalter;Switch disconnector
31214300;2;Freiluft-Schaltanlagen;Outdoor switching installations
31214400;3;Sicherungstrennschalter;Fuse switch disconnector
31214500;4;Schalttafeln;Electric switchboards
31214510;7;Verteilertafel;Distribution switchboards
31214520;0;Mittelspannungsschalttafel;Medium-voltage switchboards
31215000;6;Spannungsbegrenzer;Voltage limiters
31216000;3;Überspannungsableiter;Lightning arrestors
31216100;4;Blitzschutzvorrichtungen;Lightning-protection equipment
31216200;5;Blitzableiter;Lightning conductors
31217000;0;Stoßspannungsbegrenzer;Surge suppressors
31218000;7;Sammelschienen;Busbars
31219000;4;Schutzkästen;Protection boxes
31220000;4;Stromkreiselemente;Electrical circuit components
31221000;1;Elektrische Relais;Electrical relays
31221100;2;Leistungsrelais;Power relays
31221200;3;Universalrelais;General purpose relays
31221300;4;Steckrelais;Socket relays
31221400;5;Wechselspannungsrelais;Alternating voltage relays
31221500;6;Quecksilberrelais;Mercury relays
31221600;7;Zeitrelais;Time relays
31221700;8;Überlastrelais;Overload relays
31223000;5;Lampenhalter;Lamp-holders
31224000;2;Verbindungen und Verbindungselemente;Connections and contact elements
31224100;3;Stecker und Steckdosen;Plugs and sockets
31224200;4;Koaxialsteckverbinder;Coaxial connectors
31224300;5;Anschlussdosen;Connection boxes
31224400;6;Anschlusskabel;Connection cables
31224500;7;Anschlussklemmen;Terminals
31224600;8;Dimmer;Dimmers
31224700;9;Anschlusskästen;Junction boxes
31224800;0;Kabelverbindungssätze;Cable joining kits
31224810;3;Verlängerungskabel;Extension cables
31230000;7;Teile von Elektrizitätsverteilungs- oder -schalteinrichtungen;Parts of electricity distribution or control apparatus
31300000;9;Isolierte Elektrokabel, -leitungen und -drähte;Insulated wire and cable
31310000;2;Verteilungsnetze;Mains
31311000;9;Stromversorgungsnetzanschlüsse;Mains connections
31320000;5;Stromverteilerkabel;Power distribution cables
31321000;2;Starkstromleitungen;Electricity power lines
31321100;3;Stromfreileitungen;Overhead power lines
31321200;4;Nieder- und Mittelspannungskabel;Low- and medium-voltage cable
31321210;7;Niederspannungskabel;Low-voltage cable
31321220;0;Mittelspannungskabel;Medium-voltage cable
31321300;5;Hochspannungskabel;High-voltage cable
31321400;6;Seekabel;Underwater cable
31321500;7;Tiefseekabel;Submarine cable
31321600;8;Abgeschirmte Kabel;Shielded cable
31321700;9;Signalkabel;Signalling cable
31330000;8;Koaxialkabel;Coaxial cable
31340000;1;Kabelzubehör, isoliert;Insulated cable accessories
31341000;8;Kabeltrommeln, isoliert;Insulated cable reels
31342000;5;Kabelverteiler, isoliert;Insulated cable junctions
31343000;2;Kabelverbindungen, isoliert;Insulated cable joints
31344000;9;Kabelflansche, isoliert;Insulated cable glands
31350000;4;Steuerkabel;Electric conductors for data and control purposes
31351000;1;Steuerkabel für Zugangskontrollsysteme;Electric conductors for access control systems
31400000;0;Akkumulatoren und Batterien;Accumulators, primary cells and primary batteries
31410000;3;Primärelemente;Primary cells
31411000;0;Alkalibatterien;Alkaline batteries
31420000;6;Primärbatterien;Primary batteries
31421000;3;Bleibatterien;Lead batteries
31422000;0;Batteriesätze;Battery packs
31430000;9;Elektrische Akkumulatoren;Electric accumulators
31431000;6;Bleiakkumulatoren;Lead-acid accumulators
31432000;3;Nickel-Kadmium-Akkumulatoren;Nickel-cadmium accumulators
31433000;0;Nickel-Eisen-Akkumulatoren;Nickel-iron accumulators
31434000;7;Lithiumakkumulatoren;Lithium accumulators
31440000;2;Batterien;Batteries
31500000;1;Elektrische Lampen und Leuchten;Lighting equipment and electric lamps
31510000;4;Elektrische Glühlampen;Electric filament lamps
31511000;1;Innenverspiegelte Scheinwerferlampen;Sealed-beam lamp units
31512000;8;Halogen-Glühlampen;Tungsten halogen filament lamps
31512100;9;Lineare Halogenlampen;Halogen bulbs, linear
31512200;0;Doppelstifthalogenlampen;Halogen bulbs, bi-pin
31512300;1;Dichroitische Halogenlampen;Halogen bulbs, dichroic
31514000;2;Entladungslampen;Discharge lamps
31515000;9;Ultraviolettlampen;Ultraviolet lamps
31516000;6;Infrarotlampen;Infrared lamps
31517000;3;Bogenlampen;Arc lamps
31518000;0;Signalleuchten;Signalling lights
31518100;1;Flutlichter;Floodlights
31518200;2;Notbeleuchtungsanlagen;Emergency lighting equipment
31518210;5;Sturmlichter;Stormlights
31518220;8;Leuchtstäbe;Light stick
31518300;3;Dachleuchten;Rooflights
31518500;5;Quecksilberdampflampen;Mercury-vapour lamps
31518600;6;Scheinwerfer;Searchlights
31519000;7;Glühlampen und Neonlampen;Incandescent and neon lamps
31519100;8;Glühlampen;Incandescent lamps
31519200;9;Neonlampen;Neon lamps
31520000;7;Leuchten und Beleuchtungszubehör;Lamps and light fittings
31521000;4;Leuchten;Lamps
31521100;5;Schreibtischlampen;Desk lamps
31521200;6;Stehlampen;Floor-standing lamps
31521300;7;Tragbare elektrische Leuchten;Portable electric lamps
31521310;0;Warnleuchten;Warning lights
31521320;3;Taschenlampen;Torches
31521330;6;Wiederaufladbare elektrische Handleuchten;Rechargeable portable electric lamps
31522000;1;Weihnachtsbaumbeleuchtungen;Christmas tree lights
31523000;8;Leuchtschilder und beleuchtete Namensschilder;Illuminated signs and nameplates
31523100;9;Werbe-Neonleuchten;Advertising neon lights
31523200;0;Anzeigen mit dauerhaften Meldungen;Permanent message signs
31523300;1;Beleuchtete Namensschilder;Illuminated nameplates
31524000;5;Decken- oder Wandleuchten;Ceiling or wall light fittings
31524100;6;Deckenleuchten und Zubehör;Ceiling light fittings
31524110;9;OP-Leuchten;Operating-theatre lamps
31524120;2;Deckenleuchten;Ceiling lights
31524200;7;Wandleuchtenzubehör;Wall light fittings
31524210;0;Wandleuchten;Wall lights
31527000;6;Spotlights;Spotlights
31527200;8;Außenbeleuchtungen;Exterior lights
31527210;1;Laternen;Lanterns
31527260;6;Beleuchtungssysteme;Lighting systems
31527270;9;Bahnsteigbeleuchtung;Platforms lighting
31527300;9;Haushaltsbeleuchtung;Domestic lights
31527400;0;Unterwasserbeleuchtung;Underwater lights
31530000;0;Teile für Leuchten und Beleuchtungseinrichtungen;Parts of lamps and lighting equipment
31531000;7;Glühbirnen;Light bulbs
31531100;8;Lampen und Leuchtröhren;Electric tubes
31532000;4;Teile für Lampen und Beleuchtungskörper;Parts of lamps and light fittings
31532100;5;Röhrenlampen;Tube lamps
31532110;8;Leuchtstoffröhrenlampen;Fluorescent tube lamps
31532120;1;Kompaktleuchtstofflampen;Compact fluorescent tube lamps
31532200;6;Ringlampen;Ring lamps
31532210;9;Leuchtstoffringlampen;Fluorescent ring lamps
31532300;7;Kugellampen;Globe lamps
31532310;0;Kompakt-Leuchtstoffkugellampen;Compact fluorescent globe lamps
31532400;8;Lampenfassungen;Lamps sockets
31532500;9;Lampenstarter;Lamp starters
31532510;2;Leuchtstofflampenstarter;Starters for fluorescent lamps
31532600;0;Lampendrosseln;Lamp reactors
31532610;3;Leuchtstofflampendrosseln;Reactors for fluorescent lamps
31532700;1;Lampenabdeckungen;Lamp covers
31532800;2;Lampenarme;Lamp arms
31532900;3;Neonbeleuchtung;Fluorescent lights
31532910;6;Leuchtstoffröhren;Fluorescent tubes
31532920;9;Glühlampen und Leuchtstofflampen;Bulbs and fluorescent lamps
31600000;2;Elektrische Ausrüstung;Electrical equipment and apparatus
31610000;5;Elektrische Ausrüstung für Motoren und Fahrzeuge;Electrical equipment for engines and vehicles
31611000;2;Kabelsätze;Wiring sets
31612000;9;Leitungsbündel für Motoren;Electrical wiring looms for engines
31612200;1;Anlasser;Starter motors
31612300;2;Elektrische Signalgeräte für Motoren;Electrical signalling equipment for engines
31612310;5;Blinklichter;Blinkers
31620000;8;Elektrische Akustik- oder Optiksignalgeräte;Sound or visual signalling apparatus
31625000;3;Einbruchs- und Feuermelder;Burglar and fire alarms
31625100;4;Brandmeldesysteme;Fire-detection systems
31625200;5;Brandmeldeanlagen;Fire-alarm systems
31625300;6;Einbruchmeldeanlagen;Burglar-alarm systems
31630000;1;Magnete;Magnets
31640000;4;Maschinen, Apparate und Geräte mit eigener Funktion;Machines and apparatus with individual functions
31642000;8;Elektronische Suchgeräte;Electronic detection apparatus
31642100;9;Suchgeräte für Metallrohre;Detection apparatus for metal pipes
31642200;0;Suchgeräte für Minen;Detection apparatus for mines
31642300;1;Suchgeräte für Kunststoffe;Detection apparatus for plastics
31642400;2;Suchgeräte für nichtmetallische Gegenstände;Detection apparatus for non-metallic objects
31642500;3;Suchgeräte für Holz;Detection apparatus for timber
31643000;5;Teilchenbeschleuniger;Particle accelerators
31643100;6;Linearbeschleuniger;Linear accelerators
31644000;2;Diverse Datenaufzeichnungsgeräte;Miscellaneous data recorders
31645000;9;Flipperautomaten;Pinball machines
31650000;7;Isolierteile;Insulating fittings
31651000;4;Isolierband;Electrical tape
31660000;0;Kohleelektroden;Carbon electrodes
31670000;3;Elektrische Teile für Maschinen oder Geräte;Electrical parts of machinery or apparatus
31671000;0;Glasgehäuse und Kathodenstrahlröhren;Glass envelopes and cathode-ray tubes
31671100;1;Glasgehäuse;Glass envelopes
31671200;2;Kathodenstrahlröhren;Cathode-ray tubes
31680000;6;Elektrische Bedarfsartikel und Zubehör;Electrical supplies and accessories
31681000;3;Elektrische Zubehörteile;Electrical accessories
31681100;4;Elektrische Kontakte;Electrical contacts
31681200;5;Elektropumpen;Electric pumps
31681300;6;Elektrische Schaltungen;Electrical circuits
31681400;7;Elektrische Bauelemente;Electrical components
31681410;0;Elektroartikel;Electrical materials
31681500;8;Aufladegeräte;Rechargers
31682000;0;Bedarf für die Stromversorgung;Electricity supplies
31682100;1;Buchsenhalter;Electricity boxes
31682110;4;Buchsenhalterabdeckungen;Electricity box covers
31682200;2;Instrumententafeln;Instrument panels
31682210;5;Messgeräte und Steuer- und Überwachungsanlagen;Instrumentation and control equipment
31682220;8;Mischpulte;Mixing panels
31682230;1;Grafische Anzeigetafeln;Graphic display panels
31682300;3;Mittelspannungsanlagen;Medium-voltage equipment
31682310;6;Mittelspannungstafeln;Medium-voltage panels
31682400;4;Elektroausstattung für Freileitungen;Overhead electrical equipment
31682410;7;Kabelträger für Freileitungen;Overhead cable carriers
31682500;5;Notstromausstattung;Emergency electricity equipment
31682510;8;Notstromsysteme;Emergency power systems
31682520;1;Notabschaltungssysteme;Emergency shutdown systems
31682530;4;Notstromversorgungsaggregate;Emergency power supplies
31682540;7;Transformatorstationsausstattung;Substation equipment
31700000;3;Elektronischer, elektromechanischer und elektrotechnischer Bedarf;Electronic, electromechanical and electrotechnical supplies
31710000;6;Elektronische Ausstattung;Electronic equipment
31711000;3;Elektronischer Bedarf;Electronic supplies
31711100;4;Elektronische Bauteile;Electronic components
